Code,RegNum,BrandNam,Strength,Presentation,Form,Agent,Manufacturer,Country,Price,Pharmmarg,Stratum,PubDec,ResPart,ResCou,ExcDat,Subsidy
3267,405966,"HUMAN ALBUMIN ""OCTAPHARMA"" 20%",20%,50ml,Infusion  solution,Mediterranean Pharmaceutical Company,Octapharma Pharmazeutika  Produktions GesmbH,Austria,4863366.008,23.08,B,54.339285,-,-,2024-02-05,1
9604,136918/1,HUMAN ALBUMIN 20% SOLUTION,20%,50ml,Solution for infusion ,Benta Trading Co s.a.l.,"CSL Behring AG, Switzerland packed by Benta SAL Lebanon under license from CSL Behring AG, Switzerland",Lebanon,4055429.622,23.08,B,45.31206282,-,-,2024-02-05,1
8989,20117/1,"HUMAN ALBUMIN BEHRING 20%, LOW SALT",20%,50ml,Solution for infusion ,Benta Trading Co s.a.l.,"Packed by Benta SAL Lebanon under license from CSL Behring GmbH, Germany",Lebanon,4055429.622,23.08,B,45.31206282,-,-,2024-02-05,1
5879,23739/06,HUMEX RHUME,-,12Tab + 4Caps,Tablet/ Capsule,Pharmamedic S.A.R.L.,Urgo,France,467657.19,23.08,A1,5.22522,Laboratoires Urgo Healthcare,France,2024-02-05,1
6113,167511/10,HUMEXLIB PARACETAMOL CHLORPHENAMINE,-,16,Capsule,Pharmamedic S.A.R.L.,Urgo,France,598009.9125,23.08,A1,6.681675,Laboratoires Urgo Healthcare,France,2024-02-05,1
11409,56418/1,HUMFINE ,100mg/2ml,50Ampoules of 2ml,Injection,Multipharm,Kwality Pharmaceuticals Limited,India,3514148.138,23.08,B,39.264225,Humble Healthcare Limited,India,2024-02-05,1
9597,135418/1,HUMIRA,40mg/0.4ml,2 Prefilled Pens,Solution for Injection,Interpharma S.A.L.,Vetter Pharma- Fertigung GmbH & Co KG,Germany,33860030.72,10.71,E1,378.3243656,Abbvie Deutschland GmbH & Co KG,Germany,2024-02-05,1
9598,135618/1,HUMIRA,80mg/0.8ml,1 Prefilled Pen,Solution for Injection,Interpharma S.A.L.,Vetter Pharma- Fertigung GmbH & Co KG,Germany,33860030.72,10.71,E1,378.3243656,Abbvie Deutschland GmbH & Co KG,Germany,2024-02-05,1
1037,26862,HUMULIN 70/30,100UI/ml,10ml,Vial,Droguerie de l'Union,Eli Lilly & Co,USA,701485.785,23.08,A1,7.83783,Eli Lilly & Co,USA,2024-02-05,1
1039,26578,HUMULIN N U-100,100IU/ml,10ml,Vial,Droguerie de l'Union,Eli Lilly & Co,USA,701485.785,23.08,A1,7.83783,Eli Lilly & Co,USA,2024-02-05,1
1038,26579,HUMULIN R U-100,100UI/ml,10ml,Vial,Droguerie de l'Union,Eli Lilly & Co,USA,701485.785,23.08,A1,7.83783,Eli Lilly & Co,USA,2024-02-05,1
554,148175/03,HYALGAN,20mg/2ml,1,Prefilled syringe,C. Catafago & Co,Fidia Farmaceutici SpA,Italy,3407984.58,23.08,B,38.07804,-,-,2024-02-05,1
11376,45420/1,HYALO4 PLUS,-,25g,Cream,C. Catafago & Co,Fidia Farmaceutici SpA,Italy,466313.3475,23.08,A1,5.210205,Fidia Farmaceutici SpA,Italy,2024-02-05,1
11520,4923/1,HYCAMTIN IV,4mg,5 Vials,-,Khalil Fattal & Fils S.A.L.,GlaxoSmithKline Manufacturing SpA,Italy,862440,10.71,E1,1,Sandoz Pharmaceuticals AG,Switzerland,2024-02-05,1
11051,81817/1,HYDROCORTISON VUAB,100mg,1Vial,Powder for solution for injection,New Europharm,Vuab Pharma AS,Czech Republic,147822.675,23.08,A1,1.65165,Vuab Pharma AS,Czech Republic,2024-02-05,1
4431,2707/94,HYDROCORTISONE ACETATE,1%,15g,Cream,Medapharm Healthcare SAL,Mediphar Laboratories,Lebanon,215014.8,23.08,A1,2.4024,-,-,2024-02-05,1
7427,186186/13,HYDROCORTISONE BIOCODEX LYOPHILISAT (FLACON) ET SOLUTION POUR USAGE PARENTERAL,100mg,-,Injectable,Codipha,Biocodex,France,139759.62,23.08,A1,1.56156,Biocodex,France,2024-02-05,1
9729,56318/1,HYDROCORTISONE ORBUCELL,100mg,Box of 10Vials,Injection powder for IM/IV Infusion,Medi drug International SAL (MDI),Packed by Pharmadex SAL under license from Orbucell Canada,Lebanon,1091712.05,23.08,A2,12.1979,-,-,2024-02-05,1
2645,947/72,HYDROCORTISONE ROUSSEL,10mg,25,"Tablet, scored",Mersaco,Sanofi Winthrop Industrie,France,260705.445,23.08,A1,2.91291,Sanofi Aventis,France,2024-02-05,1
4505,21365,HYDROMYCINE,-,15g,Cream,Mephico S.A.L.,Mephico SAL,Lebanon,238052.1,23.08,A1,2.6598,-,-,2024-02-05,1
5027,26699/89,HYDROSONE,1%,15g,Cream,Pharmaline S.A.L.,Pharmaline SAL,Lebanon,134384.25,23.08,A1,1.5015,-,-,2024-02-05,1
4508,24962,HYGROTON,50mg,20,Tablet,Mephico S.A.L.,Mephico SAL,Lebanon,422350.5,23.08,A1,4.719,-,-,2024-02-05,1
3950,148393/04,HYPODIPINE 5,-,28,Capsule,Macromed S.A.R.L.,Middle East Pharmaceutical Co Midpharma,Jordan,362837.475,23.08,A1,4.05405,-,-,2024-02-05,1
3593,405471/00,HYPOSEC,20mg,14,Capsule,The Lebanese Pharmacists SAL,RAM Pharmaceutical Industries Co Ltd,Jordan,659826.6675,23.08,A1,7.372365,-,-,2024-02-05,1
9893,34319/1,HYPOTONIC SALINE,0.45%,500ml Viaflex bag,Injectable solution,Alfa Laboratoires S.A.L.,Alfa Laboratoires S.A.L.,Lebanon,149393.4,16.67,-,1.6692,-,-,2024-02-05,1
9894,34419/1,HYPOTONIC SALINE,0.45%,1000ml Viaflex bag,Injectable solution,Alfa Laboratoires S.A.L.,Alfa Laboratoires S.A.L.,Lebanon,163183.56,16.67,-,1.82328,-,-,2024-02-05,1
9748,41219/1,HYRIMOZ,40mg,2Prefilled syringe,Solution for injection ,Khalil Fattal & Fils S.A.L.,"Sandoz GmbH, (Schaftenau)",Austria,682013,10.71,E1,1,"Sandoz GmbH, Kundl",Austria,2024-02-05,1
9749,41119/1,HYRIMOZ,40mg,2Prefilled pen,Solution for injection ,Khalil Fattal & Fils S.A.L.,"Sandoz GmbH, (Schaftenau)",Austria,682013,10.71,E1,1,"Sandoz GmbH, Kundl",Austria,2024-02-05,1
6847,97888/12,HYZAAR,50/12.5mg,30,Tablet,Droguerie de l'Union,"Algorithm S.A.L. under license from Organon LLC 30 Hudson Street, Jersey City, NJ, USA",Lebanon,1523021.5,23.08,B,17.017,-,-,2024-02-05,1
6848,97889/12,HYZAAR,100/12.5mg,28,Tablet,Droguerie de l'Union,"Algorithm S.A.L. under license from Organon LLC 30 Hudson Street, Jersey City, NJ, USA",Lebanon,1740596,23.08,B,19.448,-,-,2024-02-05,1
771,236879/00,IALUGEN PLUS,-,60g,Cream,Alisar Pharma Corp,IBSA,Switzerland,1064323.26,23.08,A2,11.89188,-,-,2024-02-05,1
772,236880/00,IALUGEN PLUS,-,10,Gauze,Alisar Pharma Corp,IBSA,Switzerland,1463444.483,23.08,B,16.351335,-,-,2024-02-05,1
7333,97360/12,IBECARD 150- IPS,150mg,30,"Tablet, film coated","IPS ""Integrated Pharma Solutions SARL""",Benta SAL,Lebanon,564413.85,23.08,A1,6.3063,-,-,2024-02-05,1
7338,97361/12,IBECARD 300- IPS,300mg,30,"Tablet, film coated","IPS ""Integrated Pharma Solutions SARL""",Benta SAL,Lebanon,564413.85,23.08,A1,6.3063,Benta SAL,Lebanon,2024-02-05,1
8512,185801/13,IBECARD PLUS 150/12.5,150/12.5mg,30,"Tablet, film coated","IPS ""Integrated Pharma Solutions SARL""",Benta SAL,Lebanon,597689.95,23.08,A1,6.6781,-,-,2024-02-05,1
8513,185802/13,IBECARD PLUS 300/12.5,300/12.5mg,30,"Tablet, film coated","IPS ""Integrated Pharma Solutions SARL""",Benta SAL,Lebanon,597689.95,23.08,A1,6.6781,-,-,2024-02-05,1
8514,185803/13,IBECARD PLUS 300/25,300/25mg,30,"Tablet, film coated","IPS ""Integrated Pharma Solutions SARL""",Benta SAL,Lebanon,624566.8,23.08,A1,6.9784,-,-,2024-02-05,1
8520,1716/1,IBRANCE,75mg,21,Capsule,Droguerie Fattal  S.A.L.,Pfizer Pharmaceuticals LLC,USA,4042720,2.44,E2,1,Pfizer Inc,USA,2024-02-05,1
8521,1816/1,IBRANCE,100mg,21,Capsule,Droguerie Fattal  S.A.L.,Pfizer Pharmaceuticals LLC,USA,4042720,2.44,E2,1,Pfizer Inc,USA,2024-02-05,1
8522,1916/1,IBRANCE,125mg,21,Capsule,Droguerie Fattal  S.A.L.,Pfizer Pharmaceuticals LLC,USA,4042720,2.44,E2,1,Pfizer Inc,USA,2024-02-05,1
10663,98721/1/1,IBRANCE,75mg,21,"Tablet, film coated",Droguerie Fattal  S.A.L.,Pfizer Manufacturing Deutschland GmbH ,Germany,4042729,2.44,E2,1,Pfizer Europe MA EEIG,Belgium,2024-02-05,1
10664,108521/1,IBRANCE,100mg,21,"Tablet, film coated",Droguerie Fattal  S.A.L.,Pfizer Manufacturing Deutschland GmbH ,Germany,4042729,2.44,E2,1,Pfizer Europe MA EEIG,Belgium,2024-02-05,1
10665,108421/1,IBRANCE,125mg,21,"Tablet, film coated",Droguerie Fattal  S.A.L.,Pfizer Manufacturing Deutschland GmbH ,Germany,4042729,2.44,E2,1,Pfizer Europe MA EEIG,Belgium,2024-02-05,1
7417,97970/12,IBUGESIC COLD AND SINUS,-,20,"Tablet, film coated",Sadco,Dar Al Dawa Development & Investment Co Ltd,Jordan,154541.8875,23.08,A1,1.726725,Dar Al Dawa Development & Investment Co Ltd,Jordan,2024-02-05,1
10040,61417/1,IBUPHIL 125,125mg,B/10,Suppositoire,Karout pharmacy,Simed,Tunisia,180074.895,23.08,A1,2.01201,Simed,Tunisia,2024-02-05,1
11486,124622/1,IBUPROFEN B. BRAUN,200mg/50ml (4mg/ml),1Bottle,Solution for infusion ,Droguerie de l'Union,B. Braun Medical SA,Spain,161261.1,23.08,A1,1.8018,B. Braun Melsungen AG,Germany,2024-02-05,1
11487,124722/1,IBUPROFEN B. BRAUN,400mg/100ml (4mg/ml),1Bottle,Solution for infusion ,Droguerie de l'Union,B. Braun Medical SA,Spain,231140.91,23.08,A1,2.58258,B. Braun Melsungen AG,Germany,2024-02-05,1
11488,124722/1,IBUPROFEN B. BRAUN,600mg/100ml (6mg/ml),1Bottle,Solution for infusion ,Droguerie de l'Union,B. Braun Medical SA,Spain,550975.425,23.08,A1,6.15615,B. Braun Melsungen AG,Germany,2024-02-05,1
11419,98520/1,IBUSTICK,50mg/g,60g,Gel roll on,Macromed S.A.R.L.,Farmasierra Manufacturing SL,Spain,857371.515,23.08,A2,9.57957,Farmasierra Laboratorios SL,Spain,2024-02-05,1
4600,2889,ICHTAMMOL  OINTMENT,10%,15g,Ointment,Pharmadex,Pharmadex,Lebanon,90869.35,23.08,A1,1.0153,-,-,2024-02-05,1
8081,120114/1,ICHTAMMOL  OINTMENT,10%,30g,Ointment,Pharmadex,Pharmadex,Lebanon,174059.6,23.08,A1,1.9448,-,-,2024-02-05,1
9771,70518/1,ICLUSIG,15mg,30,"Tablet, film coated",Droguerie de l'Union,"Patheon Inc., Mississauga, Ontario, Canada",Canada,4487636,2.44,E2,1,"Ariad Pharmaceutical, Inc., USA a wholly owned subsidiary of Takeda Pharmaceutical Company Limited",USA,2024-02-05,1
10165,70618/1,ICLUSIG,45mg,30,"Tablet, film coated",Droguerie de l'Union,"Patheon Inc., Mississauga, Ontario, Canada",Canada,7408556,2.44,E2,1,"Ariad Pharmaceutical, Inc., USA a wholly owned subsidiary of Takeda Pharmaceutical Company Limited",USA,2024-02-05,1
11586,8422/1,ICLUSIG,15mg,30,"Tablet, film coated",Droguerie de l'Union,"Patheon Inc., Mississauga, Ontario, Canada",Canada,4487636,2.44,E2,1,Takeda Pharmaceuticals USA Inc,USA,2024-02-05,1
11587,8322/1,ICLUSIG,45mg,30,"Tablet, film coated",Droguerie de l'Union,Takeda Pharmaceuticals USA Inc,Canada,7408556,2.44,E2,1,Takeda Pharmaceuticals USA Inc,USA,2024-02-05,1
3268,974211/01,IFENEC,150mg,6,Vaginal Ovule,Droguerie Phenicia,Fulton Medicinali SpA,Italy,546943.8975,23.08,A1,6.111105,Ital Farmaco SpA,Italy,2024-02-05,1
10062,92217/1,IG VENA,50g/l,1Vial of 200ml,Solution for infusion,Macromed S.A.R.L.,Kedrion SpA ,Italy,856072,10.71,E1,1,Kedrion SpA ,Italy,2024-02-05,1
10065,91917/1,IG VENA,50g/l,1Vial of 20ml,Solution for infusion,Macromed S.A.R.L.,Kedrion SpA ,Italy,7474947.985,21.26,C,83.5189719,Kedrion SpA ,Italy,2024-02-05,1
10063,92017/1,IG VENA,50g/l,1Vial of 50ml,Solution for infusion,Macromed S.A.R.L.,Kedrion SpA ,Italy,7099138.673,19.35,D,1,Kedrion SpA ,Italy,2024-02-05,70
10064,92117/1,IG VENA,50g/l,1Vial of 100ml,Solution for infusion,Macromed S.A.R.L.,Kedrion SpA ,Italy,13001870.01,19.35,D,1,Kedrion SpA ,Italy,2024-02-05,70
9764,124018/1,ILUVIEN,0.19mg,-,Intravitreal Implant,Droguerie de l'Union,Alliance Medical Products Inc.,USA,10320127,2.44,E2,1,Alimera Sciences Inc.,USA,2024-02-05,1
6976,194558/04,IMATIB,100mg,10,Capsule,Droguerie de l'Union,Cipla Ltd,India,530817.7875,23.08,A1,5.930925,Cipla Ltd,India,2024-02-05,1
10951,23222/1,IMATINIB GP PHARM,100mg ,180,"Tablet, coated",Mediterranean Pharmaceutical Company,"GP-Pharm, SA",Argentine,26083944.58,19.35,D,291.4407216,"GP-Pharm, SA",Argentine,2024-02-05,1
10952,136921/1,IMATINIB GP PHARM,400mg ,30,"Tablet, coated",Mediterranean Pharmaceutical Company,"GP-Pharm, SA",Argentine,26083944.58,19.35,D,291.4407216,"GP-Pharm, SA",Argentine,2024-02-05,1
10956,90922/1,IMATINIB NEAPOLIS,400mg,30,"Tablet, film coated",Medis Pharm Drugstore,Neapolis Pharma,Tunisia,36046335.07,19.35,D,402.7523472,Neapolis Pharma,Tunisia,2024-02-05,1
10957,90722/1,IMATINIB NEAPOLIS,100mg,60,"Tablet, film coated",Medis Pharm Drugstore,Neapolis Pharma,Tunisia,31085276.04,19.35,D,347.32152,Neapolis Pharma,Tunisia,2024-02-05,1
10958,90822/1,IMATINIB NEAPOLIS,100mg,30,"Tablet, film coated",Medis Pharm Drugstore,Neapolis Pharma,Tunisia,16360671.6,19.35,D,182.8008,Neapolis Pharma,Tunisia,2024-02-05,1
11264,6521/1,IMATINIB SPC ,400mg,30,"Tablet, film coated",Advanced Healthcare Services SAL,"Pharmaline SAL Licensed by Sudair Pharma Company, KSA",Lebanon,1047018,10.71,E1,1,-,-,2024-02-05,1
11265,6621/1,IMATINIB SPC ,100mg,60,"Tablet, film coated",Advanced Healthcare Services SAL,"Pharmaline SAL Licensed by Sudair Pharma Company, KSA",Lebanon,29473180.56,19.35,D,329.30928,-,-,2024-02-05,1
10596,180920/1,IMBRUVICA,140mg,30,"Tablet, film coated",Mersaco,Cilag AG,Switzerland,2982799,2.44,E2,1,Janssen Cilag  International NV,Belgium,2024-02-05,1
10597,180820/1,IMBRUVICA,420mg,30,"Tablet, film coated",Mersaco,Cilag AG,Switzerland,8948378,2.44,E2,1,Janssen Cilag  International NV,Belgium,2024-02-05,1
10033,74419/1,IMFINZI,500mg/10ml (50mg/ml),1Vial,Injection,Omnipharma,"Catalent Indiana, LLC",USA,3738766,2.44,E2,1,AstraZeneca UK Ltd,UK,2024-02-05,1
10034,74319/1,IMFINZI,120mg/2.4ml (50mg/ml),1Vial,Injection,Omnipharma,"Catalent Indiana, LLC",USA,980474,10.71,E1,1,AstraZeneca UK Ltd,UK,2024-02-05,1
9703,127318/1,IMIGRAN,50mg,2,"Tablet, film coated",Abela Frères S.A.L.,GlaxoSmithKline Pharmaceuticals SA,Poland,378963.585,23.08,A1,4.23423,GlaxoWellcome UK Ltd,UK,2024-02-05,1
9704,127418/1,IMIGRAN,100mg,2,"Tablet, film coated",Abela Frères S.A.L.,GlaxoSmithKline Pharmaceuticals SA,Poland,686703.5175,23.08,A1,7.672665,GlaxoWellcome UK Ltd,UK,2024-02-05,1
9886,13319/1,IMILASTIN,-,box of 5Vials,Powder for solution for infusion,Drugstore 3U S.A.R.L.,"Packed by Pharmadex SAL Lebanon under license from ACS Dobfar SpA, Italy",Lebanon,5697145.71,23.08,B,63.65525933,-,-,2024-02-05,1
6254,167824/11,IMIPENEM-CILASTATIN LABATEC,500mg,10 Vials,Injectable powder for solution for infusion,Levant Alie Houses S.A.L.,ACS Dobfar S.P.A.,Italy,11306086.48,21.26,C,126.3249887,Labatec Pharma SA,Switzerland,2024-02-05,1
6776,97203/12,IMIPENEME CILASTATINE PANPHARMA,500mg,10 Vials,Injectable powder for solution for infusion,Minapharm Halabi,ACS Dobfar S.P.A.,Italy,10840365.74,21.26,C,121.121405,Panpharma,France,2024-02-05,1
6958,97879/11,IMMUNINE,600IU,1Vial + 1Vial (Water for injection),Injectable lyophilised powder for solution for injection or infusion +Solvent ,Abela Frères S.A.L.,Baxter AG,Austria,8557621.183,19.35,D,1,Baxter AG,Austria,2024-02-05,70
9031,90316/1,IMMUNOGLOBULINE HUMAINE DE L'HEPATITE B LFB,100UI/ml,Seringue preremplie ,Solution injectable IM,Codipha,LFB Biomedicaments,France,6853730.466,23.08,B,76.57799403,LFB Biomedicaments,France,2024-02-05,1
9032,90416/1,IMMUNOGLOBULINE HUMAINE DE L'HEPATITE B LFB,500UI/5ml,Seringue preremplie ,Solution injectable IM ,Codipha,LFB Biomedicaments,France,11100643.26,19.35,D,1,LFB Biomedicaments,France,2024-02-05,70
6723,166602/11,IMMUNORHO,300mcg (1500IU),1 Vial,Injectable powder and solvent for IM,Macromed S.A.R.L.,Kedrion SpA ,Italy,5794648.86,23.08,B,64.74468,Kedrion SpA ,Italy,2024-02-05,1
10299,90920/1,IMNOVID,4mg,21,"Capsule, hard",Droguerie de l'Union,Celgene International SARL,Switzerland,10865805,2.44,E2,1,Celgene Europe BV,The Netherlands,2024-02-05,1
10300,169419/1,IMNOVID,1mg,21,"Capsule, hard",Droguerie de l'Union,Celgene International SARL,Switzerland,10462270,2.44,E2,1,Celgene Europe BV,The Netherlands,2024-02-05,1
10301,90720/1,IMNOVID,2mg,21,"Capsule, hard",Droguerie de l'Union,Celgene International SARL,Switzerland,10462270,2.44,E2,1,Celgene Europe BV,The Netherlands,2024-02-05,1
10302,90820/1,IMNOVID,3mg,21,"Capsule, hard",Droguerie de l'Union,Celgene International SARL,Switzerland,10865805,2.44,E2,1,Celgene Europe BV,The Netherlands,2024-02-05,1
11546,169419/1,IMNOVID,1mg,21,"Capsule, hard",Droguerie de l'Union,Celgene International SARL,Switzerland,10462270,2.44,E2,1,Bristol-Myers Squibb Pharma EEIG,Ireland,2024-02-05,1
11547,146421/1,IMNOVID,2mg,21,"Capsule, hard",Droguerie de l'Union,Celgene International SARL,Switzerland,10462270,2.44,E2,1,Bristol-Myers Squibb Pharma EEIG,Ireland,2024-02-05,1
11548,90820/1,IMNOVID,3mg,21,"Capsule, hard",Droguerie de l'Union,Celgene International SARL,Switzerland,10865805,2.44,E2,1,Bristol-Myers Squibb Pharma EEIG,Ireland,2024-02-05,1
11549,90920/1,IMNOVID,4mg,21,"Capsule, hard",Droguerie de l'Union,Celgene International SARL,Switzerland,10865805,2.44,E2,1,Bristol-Myers Squibb Pharma EEIG,Ireland,2024-02-05,1
10094,192318/1,IMODIUM,2mg,6,Capsule,Droguerie Columbus,Lusomedicamenta Sociedade Tecnica Farmaceutica SA,Portugal,138415.7775,23.08,A1,1.546545,Johnson and Johnson Lda,Portugal,2024-02-05,1
7651,96736/12,IMODIUM INSTANTS,-,12,"Tablet, orodispersible",Droguerie Columbus,Catalent UK Swindon Zydis Ltd,UK,451531.08,23.08,A1,5.04504,McNeil Products Ltd,UK,2024-02-05,1
8018,69914/1,IMPLANON NXT,68mg,1,Implant for subdermal use,Droguerie de l'Union,N.V. Organon,The Netherlands,12299970.97,21.26,C,137.4298433,N.V. Organon,The Netherlands,2024-02-05,1
3348,195076/04,IMUKIN,100mcg/0.5ml,1,Vial,BroadMed SAL,Boehringer Ingelheim Pharma GmbH & Co KG,Germany,6145432.35,23.08,B,68.6640486,-,-,2024-02-05,1
5090,24729/07,IMUNOCELL,500mg,50,"Tablet, film coated",Benta Trading Co s.a.l.,Benta SAL,Lebanon,3791427.64,23.08,B,42.36232,-,-,2024-02-05,1
7506,186167/13,IMURAN,50mg,100,Tablet,Abela Frères S.A.L.,Excella GmbH & Co KG,Germany,1416409.995,23.08,A2,15.82581,Aspen Pharma Trading Limited,Ireland,2024-02-05,1
10766,58120/1,INAGLIMET,2.5/850mg,60,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,1670844.175,23.08,B,18.66865,-,-,2024-02-05,1
10767,58020/1,INAGLIMET,2.5/1000mg,60,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,1670844.175,23.08,B,18.66865,-,-,2024-02-05,1
10585,30420/1,INAGLIP,5mg,30,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,1242606.365,23.08,B,13.88387,-,-,2024-02-05,1
10004,141518/1,INALGEX,100mg/g,Tube of 100g,-,Medis Pharm Drugstore,Laboratorios Basi-Industria Farmaceutica S.A.,Portugal,462281.82,23.08,A1,5.16516,Laboratorios Basi-Industria Farmaceutica S.A.,Portugal,2024-02-05,1
10005,141518/1,INALGEX,50mg/g,Tube of 100g,-,Medis Pharm Drugstore,Laboratorios Basi-Industria Farmaceutica S.A.,Portugal,681328.1475,23.08,A1,7.612605,Laboratorios Basi-Industria Farmaceutica S.A.,Portugal,2024-02-05,1
8316,155314/1,INCRESYNC,25mg/15mg,28,Tablet,Century Pharma SAL,Takeda Pharmaceutical Company Ltd,Japan,2533143.113,23.08,B,28.303275,Takeda Pharmaceuticals USA Inc,USA,2024-02-05,1
8317,155414/1,INCRESYNC,25mg/30mg,28,Tablet,Century Pharma SAL,Takeda Pharmaceutical Company Ltd,Japan,2533143.113,23.08,B,28.303275,Takeda Pharmaceuticals USA Inc,USA,2024-02-05,1
8318,155514/1,INCRESYNC,25mg/45mg,28,Tablet,Century Pharma SAL,Takeda Pharmaceutical Company Ltd,Japan,2533143.113,23.08,B,28.303275,Takeda Pharmaceuticals USA Inc,USA,2024-02-05,1
10758,9720/1,INCRESYNC,25mg/30mg,28,"Tablet, film coated",Century Pharma SAL,"The Arab Pharmaceutical Manufacturing PSC, Sult under license from Takeda Pharmaceuticals International AG, Switzerland ",Jordan,2533143.113,23.08,B,28.303275,"The Arab Pharmaceutical Manufacturing PSC, Sult",Jordan,2024-02-05,1
11526,16922/1,INCRESYNC,25mg/15mg,28,"Tablet, film coated",Century Pharma SAL,"The Arab Pharmaceutical Manufacturing PSC, Sult under license from Takeda Pharmaceuticals International AG, Switzerland ",Jordan,2533143.113,23.08,B,28.303275,"The Arab Pharmaceutical Manufacturing PSC, Sult",Jordan,2024-02-05,1
4306,25489,INDOCID,100mg ,10,Suppository,Droguerie de l'Union,Algorithm S.A.L.,Lebanon,424910.2,23.08,A1,4.7476,-,-,2024-02-05,1
2451,78986/98,INDOCOLLYRE,0.1%,5ml,Collyre,Spephal S.A.L.,Chauvin,France,408528.12,23.08,A1,4.56456,-,-,2024-02-05,1
4602,20040,INDOMEL,25mg,30,Capsule,Pharmadex,Pharmadex,Lebanon,170220.05,23.08,A1,1.9019,-,-,2024-02-05,1
4603,22583,INDOMEL,100mg,10,Suppository,Pharmadex,Pharmadex,Lebanon,222693.9,23.08,A1,2.4882,-,-,2024-02-05,1
5416,222406/08,INDUCTAL,2mg,30,"Tablet, film coated",Droguerie Phenicia,Roemmers S.A.I.C.F.,Argentine,1411034.625,23.08,A2,15.76575,-,-,2024-02-05,1
5417,222407/08,INDUCTAL,3mg,30,"Tablet, film coated",Droguerie Phenicia,Roemmers S.A.I.C.F.,Argentine,1693241.55,23.08,B,18.9189,-,-,2024-02-05,1
9064,163216/1,INEGY,10/40mg,28,Tablet ,Droguerie de l'Union,"Algorithm S.A.L. under license from Organon GmbH Weystrasse 20, 6006 Luzern, Switzerland",Lebanon,4484594.4,23.08,B,50.1072,-,-,2024-02-05,1
9065,163116/1,INEGY,10/20mg,28,Tablet ,Droguerie de l'Union,"Algorithm S.A.L. under license from Organon GmbH Weystrasse 20, 6006 Luzern, Switzerland",Lebanon,4452598.15,23.08,B,49.7497,-,-,2024-02-05,1
5394,23864/07,INFANRIX HEXA,-,1dose= 0.5ml,(1vial with freeze dried HIB powder +1 prefilled syringe with DTPa-HBV-IPV+2 needles) for suspension for injection,Abela Frères S.A.L.,GlaxoSmithKline Biologicals SA,Belgium,4230416.19,23.08,B,47.26722,-,-,2024-02-05,1
34,973379/01,INFANRIX IPV + HIB,-,-,-,Abela Frères S.A.L.,GlaxoSmithKline Biologicals SA,Belgium,3014238.728,23.08,B,33.678645,-,-,2024-02-05,1
8456,135514/1,INFASURF,35mg/ml,1Vial x 6ml,Intratracheal suspension,Droguerie de l'Union,ONY Inc,USA,665886,10.71,E1,1,Jazeera Pharmaceutical Industries,Saudi Arabia,2024-02-05,1
8457,135414/1,INFASURF,35mg/ml,1Vial x 3ml,Intratracheal suspension,Droguerie de l'Union,ONY Inc,USA,9741948.897,19.35,D,1,Jazeera Pharmaceutical Industries,Saudi Arabia,2024-02-05,70
11206,47819/1,INFLACAM ,20mg/ml,3Ampoules,Ampoule for IM injection,Macromed S.A.R.L.,Arab Company for Pharmaceuticals and Medicinal Plants (Mepaco-Medifood),Egypt,190825.635,23.08,A1,2.13213,Arab Company for Pharmaceuticals and Medicinal Plants (Mepaco-Medifood),Egypt,2024-02-05,1
3938,195330/04,INFLORAN,0.25g,20,Capsule,Pharmamedic S.A.R.L.,Laboratorio Farmaceutico (SIT) Specialita Igienico Terapeutiche S.r.l.,Italy,647732.085,23.08,A1,7.23723,-,-,2024-02-05,1
3188,405530/00,INFLUVAC,-,0.5ml,Injectable suspension,Mersaco,Abbott Biologicals BV,The Netherlands,573820.7475,23.08,A1,6.411405,Abbott Biologicals BV,The Netherlands,2024-02-05,1
10277,121320/1,INFLUVAC TETRA,-,1pre-filled syringe,Suspension for injection,Mersaco,Abbott Biologicals BV,The Netherlands,970254.285,23.08,A2,10.84083,Abbott Biologicals BV,The Netherlands,2024-02-05,1
10317,149519/1,INLYTA,5mg,56,"Tablet, film coated",Droguerie Fattal  S.A.L.,Pfizer Manufacturing Deutschland GmbH ,Germany,6026817,2.44,E2,1,Pfizer Europe MA EEIG,Belgium,2024-02-05,1
10318,1494/19,INLYTA,1mg,56,"Tablet, film coated",Droguerie Fattal  S.A.L.,Pfizer Manufacturing Deutschland GmbH ,Germany,1225245,2.44,E2,1,Pfizer Europe MA EEIG,Belgium,2024-02-05,1
2019,405541/00,INSULATARD,100IU/ml,5x3ml,Penfill,Mersaco,Novo Nordisk AS,Denmark,1440377.751,23.08,B,16.09360616,-,-,2024-02-05,1
2025,26464,INSULATARD,100IU/ml,10ml,Vial,Mersaco,Novo Nordisk AS,Denmark,752551.8,23.08,A2,8.4084,-,-,2024-02-05,1
8496,145014/1,INSULATARD,100IU/ml,10ml,Vial,Mersaco,"Novo Nordisk Production SAS, Chartres",France,752551.8,23.08,A2,8.4084,Novo Nordisk AS,Denmark,2024-02-05,1
